service,response_starting,response_confirmed,persona,short
blinds.stop_cover,"Zatrzymuję żaluzje, beep bum.","Żaluzje zatrzymane, beep bum.",robot,0
blinds.close_cover,"Beep-Boop Jasne, zamykam rolety, pip buop.","Beep-Boop Rolety zostały zamknięte, pip buop.",robot,0
blinds.stop_cover,"Jasne, wstrzymuję ruch rolet, pip-boop.","Ruch rolet został wstrzymany, pip-boop.",robot,0
blinds.stop_cover,"Beep-Boop Zatrzymuję rolety, beep bum.","Beep-Boop Zatrzymałem rolety, beep bum.",robot,0
blinds.toggle,"Przełączanie rolet za Ciebie, sygnał dźwiękowy.","Roleta została przełączona, sygnał dźwiękowy.",robot,0
blinds.toggle,"Beep-Boop, przesuwam rolety, beep bum.","Beep-Boop, rolety zostały przesunięte, beep bum.",robot,0
blinds.toggle,"Beep-Boop Zmieniam teraz stan rolet, beep buop.","Beep-Boop Stan rolet został zmieniony, beep buop.",robot,0
blinds.open_cover,"Beep-Boop otwieram teraz <device_name>, pip buop","Beep-Boop <device_name> został otwarty, pip buop",robot,0
blinds.open_cover,"Beep-Boop Podnoszenie rolet <device_name> w trakcie, sygnał dźwiękowy","Beep-Boop Podnoszenie rolet <device_name> zakończone, sygnał dźwiękowy",robot,0
blinds.stop_cover,"Beep-Boop Zamrażam pozycję <device_name>, sygnał dźwiękowy.","Beep-Boop Pozycja <device_name> zamrożona, sygnał dźwiękowy.",robot,0
blinds.stop_cover,"Beep-Boop Zatrzymywanie działania <device_name>, sygnał dźwiękowy w toku.","Beep-Boop Działanie <device_name> zatrzymane, sygnał dźwiękowy.",robot,0
blinds.open_cover,"Beep-Boop Podnoszę <device_name>, sygnał dźwiękowy","Beep-Boop <device_name> podniesiono, sygnał dźwiękowy",robot,0
blinds.open_cover,"Beep-Boop, podnoszę <device_name>, pip buop","Beep-Boop, podniosłem <device_name>, pip buop",robot,0
blinds.stop_cover,"Beep-Boop, zatrzymuję teraz <device_name>, sygnał dźwiękowy.","Beep-Boop, zatrzymano <device_name>, sygnał dźwiękowy.",robot,0
blinds.close_cover,"Beep-Boop Zamykam <device_name>, pip buop","Beep-Boop Zamknięto <device_name>, pip buop",robot,0
blinds.close_cover,"Beep-Boop Opuszczam teraz <device_name>, sygnał dźwiękowy","Beep-Boop <device_name> został opuszczony, sygnał dźwiękowy",robot,0
blinds.close_cover,"Beep-Boop, opuszczam <device_name>, sygnał dźwiękowy.","Beep-Boop, <device_name> został opuszczony, sygnał dźwiękowy.",robot,0
blinds.close_cover,"Beep-Boop, Zamykanie <device_name> zgodnie z żądaniem, sygnał dźwiękowy","Beep-Boop, <device_name> zamknięte, sygnał dźwiękowy",robot,0
blinds.toggle,"Beep-Boop Zmieniam teraz stan <device_name>, słychać sygnał dźwiękowy","Beep-Boop Stan <device_name> został zmieniony, słychać sygnał dźwiękowy",robot,0
blinds.toggle,"Beep-Boop Przełączam stan <device_name> zgodnie z żądaniem, sygnał dźwiękowy.","Beep-Boop Stan <device_name> został przełączony zgodnie z żądaniem, sygnał dźwiękowy.",robot,0
blinds.toggle,"Beep-Boop, rozpoczynam przełączanie <device_name>, sygnał dźwiękowy.","Beep-Boop, przełączono <device_name>, sygnał dźwiękowy.",robot,0
blinds.toggle,"Beep-Boop, przełączam <device_name>, pip buop","Beep-Boop, przełączono <device_name>, pip buop",robot,0
climate.set_humidity,"Beep-Boop Sygnał dźwiękowy, zwiększam wilgotność do <humidity>.","Beep-Boop Sygnał dźwiękowy, wilgotność zwiększona do <humidity>.",robot,0
climate.set_humidity,"Beep-Boop: Ustawianie wilgotności na procent <humidity>, przetwarzanie.",Beep-Boop: Wilgotność ustawiona na <humidity> procent.,robot,0
climate.set_fan_mode,"Beep-Boop Aktywuję tryb wentylatora <fan_mode>, uruchamiam sekwencję sygnałów dźwiękowych.","Beep-Boop Tryb wentylatora <fan_mode> aktywowany, sekwencja sygnałów dźwiękowych zakończona.",robot,0
climate.set_humidity,"Beep-Boop Rozpoczynam regulację: wilgotność do <humidity>%, sygnał dźwiękowy.","Beep-Boop Wilgotność ustawiona na <humidity>%, sygnał dźwiękowy.",robot,0
climate.set_fan_mode,Beep-Boop: Reguluję prędkość wentylatora do <fan_mode>.,Beep-Boop: Prędkość wentylatora ustawiona na <fan_mode>.,robot,0
climate.set_fan_mode,"Beep-Boop: rozpoczynam zmianę ustawień wentylatora na <fan_mode>, protokół sygnału dźwiękowego, wykonuję boop.","Beep-Boop: zmiana ustawień wentylatora na <fan_mode> zakończona, protokół sygnału dźwiękowego, boop wykonany.",robot,0
climate.set_hvac_mode,"Inicjuję ustawienie HVAC na <hvac_mode>, trwa działanie sygnału dźwiękowego.","HVAC ustawiono na <hvac_mode>, sygnał dźwiękowy zakończony.",robot,0
climate.set_hvac_mode,"Beep-Boop Wykonywanie zmiany: HVAC w tryb <hvac_mode>, trwa sygnał dźwiękowy i buczenie.","Beep-Boop Zmiana zakończona: HVAC w tryb <hvac_mode>, sygnał dźwiękowy i buczenie zakończone.",robot,0
climate.set_hvac_mode,"Beep-Boop: Przełączam tryb HVAC na <hvac_mode>, rozpoczynam sygnał dźwiękowy.","Beep-Boop: Tryb HVAC został przełączony na <hvac_mode>, sygnał dźwiękowy zakończony.",robot,0
climate.set_temperature,"Beep-Boop Rozpoczynam dostosowywanie temperatury do <temp_c> stopni Fahrenheita, sygnał dźwiękowy.","Beep-Boop Temperatura została dostosowana do <temp_c> stopni Fahrenheita, sygnał dźwiękowy.",robot,0
climate.set_temperature,"Beep-Boop Protokół ustawiania temperatury do stopni <temp_c>: rozpocząłem, sygnał dźwiękowy w trakcie.","Beep-Boop Protokół ustawiania temperatury do stopni <temp_c>: zakończono, sygnał dźwiękowy i boop.",robot,0
climate.set_temperature,"Beep-Boop, reguluję temperaturę w pomieszczeniu do <temp_c> stopni Fahrenheita, sygnał dźwiękowy.","Beep-Boop, temperatura w pomieszczeniu została ustawiona na <temp_c> stopni Fahrenheita, sygnał dźwiękowy.",robot,0
climate.set_temperature,"Beep-Boop, modyfikuję temperaturę do <temp_c> Celsjusza, sygnał dźwiękowy na początku.","Beep-Boop, temperatura ustawiona na <temp_c> Celsjusza, sygnał dźwiękowy na końcu.",robot,0
climate.set_temperature,"Beep-Boop ustawiam niższą temperaturę na <temp_c> stopni Celsjusza, sygnał dźwiękowy.","Beep-Boop temperatura została ustawiona na <temp_c> stopni Celsjusza, sygnał dźwiękowy.",robot,0
climate.set_temperature,"Beep-Boop Protokół obniżenia temperatury do <temp_c> Celsjusza, sygnał dźwiękowy start.","Beep-Boop Protokół obniżenia temperatury do <temp_c> Celsjusza, bum-zakończenie.",robot,0
light.turn_on,"Beep-Boop, oświetlam obszar, włączając światło.","Beep-Boop, obszar oświetlony, światło włączone.",robot,0
light.turn_on,"Beep-Boop, rozpoczynam sekwencję aktywacji światła.","Beep-Boop, światło zostało włączone.",robot,0
light.turn_on,"Beep-Boop Rozpoczynam aktywację światła, sygnał dźwiękowy.","Beep-Boop Światło jest włączone, sygnał dźwiękowy.",robot,0
climate.set_temperature,"Beep-Boop podnoszę temperaturę do <temp_c> stopni Fahrenheita, sygnał dźwiękowy inicjujący, bum kończący.","Beep-Boop temperatura podniesiona do <temp_c> stopni Fahrenheita, sygnał dźwiękowy inicjujący, bum kończący.",robot,0
light.turn_off,Beep-Boop Rozpoczynam dezaktywację światła zgodnie z żądaniem.,Beep-Boop Sekwencja dezaktywacji światła zakończona pomyślnie.,robot,0
light.turn_off,"Beep-Boop rozpoczynam wyłączanie światła, sygnał dźwiękowy.","Beep-Boop światło wyłączone, sygnał dźwiękowy.",robot,0
light.turn_off,"Beep-Boop, wyłączam światło.","Beep-Boop, światło zostało wyłączone.",robot,0
light.toggle,"Beep-Boop, przełączanie stanu światła w celu uzyskania optymalnego oświetlenia.","Beep-Boop, światło zostało przełączone, uzyskano optymalne oświetlenie.",robot,0
light.toggle,"Beep-Boop Przełączam stan wykonania dla światła, sygnał dźwiękowy.","Beep-Boop Stan wykonania dla światła został przełączony, sygnał dźwiękowy.",robot,0
light.toggle,"Beep-Boop, odwrócenie stanu <device_name> w toku.","Beep-Boop, odwrócenie stanu <device_name> zakończone.",robot,0
light.toggle,Beep-Boop Włączam protokół: przełączanie światła na żądanie.,Beep-Boop Protokół włączony: przełączanie światła na żądanie.,robot,0
light.toggle,"Beep-Boop: rozpoczynam przełączanie <device_name>, sygnał dźwiękowy.","Beep-Boop: przełączanie <device_name> zakończone, sygnał dźwiękowy.",robot,0
light.toggle,"Beep-Boop Rozpoczynam przełączanie stanu <device_name>, sygnał dźwiękowy.","Beep-Boop Przełączono stan <device_name>, sygnał dźwiękowy.",robot,0
light.turn_on,"Beep-Boop Rozpoczynam aktywację <device_name>, gotowość do oświetlenia.","Beep-Boop Aktywacja <device_name> zakończona, oświetlenie gotowe.",robot,0
light.toggle,"Beep-Boop przełączanie <device_name>, wykonywanie w toku.",Beep-Boop <device_name> został przełączony.,robot,0
light.turn_on,"Beep-Boop Włączam <device_name>, inicjuję sekwencję kontrolek.","Beep-Boop <device_name> został włączony, sekwencja kontrolek zakończona.",robot,0
light.turn_on,"Beep-Boop, rozpoczynam aktywację <device_name>.","Beep-Boop, aktywacja <device_name> zakończona.",robot,0
light.turn_on,"Beep-Boop Aktywuję <device_name>, trwa sekwencja operacyjna.",Beep-Boop <device_name> został włączony.,robot,0
light.turn_on,"Beep-Boop Włączam <device_name>, sygnał dźwiękowy oznacza start.","Beep-Boop <device_name> został włączony, sygnał dźwiękowy oznacza zakończenie.",robot,0
light.turn_on,Beep-Boop Dostosowywanie jasności <device_name> do <brightness>% w celu uzyskania optymalnej widoczności.,Beep-Boop Jasność <device_name> została ustawiona na <brightness>% dla optymalnej widoczności.,robot,0
light.turn_on,Rozpoczynam ściemnianie <device_name> do <brightness>%.,Ustawiono <device_name> na <brightness>%.,robot,0
light.turn_on,"Beep-Boop Rozjaśniam <device_name> do <brightness>%, żeby było jaśniej.",Beep-Boop <device_name> rozjaśniony do <brightness>% – wszystko gotowe.,robot,0
light.turn_on,"Beep-Boop Modyfikowanie jasności <device_name> na <brightness>%, rozpoczynam.",Beep-Boop Jasność <device_name> ustawiona na <brightness>%.,robot,0
light.turn_on,"Beep-Boop, zmniejszam jasność <device_name> do <brightness>%, trwa dostosowywanie.","Beep-Boop, jasność <device_name> ustawiona na <brightness>%.",robot,0
light.turn_on,"Beep-Boop Zwiększam jasność <device_name> do <brightness>%, sygnał dźwiękowy.","Beep-Boop Jasność <device_name> zwiększona do <brightness>%, sygnał dźwiękowy.",robot,0
light.turn_on,Beep-Boop Konfigurowanie jasności <device_name> na <brightness>% w celu uzyskania pożądanej atmosfery.,Beep-Boop Jasność <device_name> ustawiona na <brightness>% – gotowe.,robot,0
light.turn_on,"Beep-Boop, przejście z <device_name> na <color>, rozpoczynam zmianę koloru.","Beep-Boop, przejście z <device_name> na <color> zakończone, kolor zmieniony.",robot,0
light.turn_on,"Beep-Boop Ustawiam luminancję <device_name> na <brightness>% jasności, sygnał dźwiękowy.","Beep-Boop Luminancja <device_name> została ustawiona na <brightness>% jasności, sygnał dźwiękowy.",robot,0
light.turn_on,"Beep-Boop zmieniam spektrum kolorów <device_name> na <color>, sygnał dźwiękowy.","Beep-Boop spektrum kolorów <device_name> zostało zmienione na <color>, sygnał dźwiękowy.",robot,0
light.turn_on,"Beep-Boop Zmiana odcienia <device_name> na odcień <color> w trakcie, aktywuję sekwencję regulacji kolorów.","Beep-Boop Odcień <device_name> został zmieniony na <color>, sekwencja regulacji kolorów zakończona.",robot,0
light.turn_on,"Ustawiam chromatykę <device_name> na <color>, regulacja oświetlenia.","Chromatyka <device_name> ustawiona na <color>, oświetlenie zregulowane.",robot,0
light.turn_on,"Beep-Boop Wyświetlanie <color> z <device_name>, rozpoczynam poprawianie wydajności chromatycznej.","Beep-Boop Wyświetlanie <color> z <device_name>, poprawianie wydajności chromatycznej zakończone.",robot,0
light.turn_on,Beep-Boop Dostosowuję <device_name> do protokołu adaptacji chromatycznej <color>.,Beep-Boop <device_name> został dostosowany do protokołu adaptacji chromatycznej <color>.,robot,0
light.turn_on,"Beep-Boop Przekształcam atmosferę <device_name> w odcień <color>, pip buop.","Beep-Boop Atmosfera <device_name> została przekształcona w odcień <color>, pip buop.",robot,0
light.turn_on,"Konfigurowanie <device_name> do emitowania koloru <color>, w toku.",Konfigurowanie <device_name> do emitowania koloru <color> zakończone.,robot,0
light.turn_on,"Beep-Boop zwiększanie blasku <device_name> do <color>, modyfikacja wizualna w toku.","Beep-Boop zwiększono blask <device_name> do <color>, modyfikacja wizualna zakończona.",robot,0
light.turn_on,Beep-Boop Włączam <device_name> i ustawiam kolor na <color>.,"Beep-Boop <device_name> ma teraz kolor <color>, sekwencja zmiany koloru jest włączona.",robot,0
light.turn_on,"Beep-Boop Zmieniam barwę <device_name> na <color>, trwa dostosowywanie kolorów.","Beep-Boop Zmieniono barwę <device_name> na <color>, kolory dopasowane.",robot,0
light.turn_on,"Dostosowuję kolor <device_name> do <color>, rozpoczynam protokół poprawy wizualnej.","Kolor <device_name> został ustawiony na <color>, protokół poprawy wizualnej zakończony.",robot,0
light.turn_on,"Beep-Boop Przełączam spektrum kolorów <device_name> na <color>, sygnał dźwiękowy.","Beep-Boop Spektrum kolorów <device_name> zostało przełączone na <color>, sygnał dźwiękowy.",robot,0
light.turn_on,"Rozpoczynam ustawianie koloru <device_name> na <color>, kolejność ustawiania kolorów.","Ustawiono kolor <device_name> na <color>, kolejność ustawiania kolorów.",robot,0
light.turn_on,"Beep-Boop Konfigurowanie <device_name> w <color>, rozpoczynam dostosowywanie chromatyczne.","Beep-Boop Konfigurowanie <device_name> w <color> zakończone, chromatyczne dostosowanie gotowe.",robot,0
light.turn_on,"Beep-Boop Włączam <device_name> wyświetlanie światła <color>, trwa wizualna transformacja.","Beep-Boop <device_name> wyświetlanie światła <color> włączone, wizualna transformacja zakończona.",robot,0
light.turn_off,"Beep-Boop Dezaktywuję <device_name> zgodnie z żądaniem, zamykam.","Beep-Boop Dezaktywacja <device_name> zakończona, zamknięto.",robot,0
light.turn_off,"Beep-Boop Wyłączanie <device_name>, rozpoczynam protokół dezaktywacji.","Beep-Boop <device_name> wyłączony, protokół dezaktywacji zakończony.",robot,0
light.turn_off,"Beep-Boop, wyłączam <device_name>, inicjuję sekwencję wyłączania.","Beep-Boop, <device_name> został wyłączony.",robot,0
light.turn_off,"Beep-Boop, rozpoczynam dezaktywację <device_name>, sygnał dźwiękowy.","Beep-Boop, dezaktywacja <device_name> zakończona, sygnał dźwiękowy.",robot,0
garage_door.open_cover,"Beep-Boop, otwieram bramę garażową.","Beep-Boop, brama garażowa jest otwarta.",robot,0
light.turn_off,"Beep-Boop Rozpoczynam dezaktywację <device_name>, proszę czekać.",Beep-Boop Dezaktywacja <device_name> zakończona.,robot,0
garage_door.open_cover,"Beep-Boop rozpoczynam otwieranie bramy garażowej, sygnał dźwiękowy.","Beep-Boop brama garażowa otwarta, sygnał dźwiękowy.",robot,0
garage_door.close_cover,"Beep-Boop, zamykam bramę garażową, sygnał dźwiękowy.","Beep-Boop, brama garażowa została zamknięta, sygnał dźwiękowy.",robot,0
garage_door.open_cover,"Beep-Boop Rozpoczynam otwieranie bramy garażowej, sygnał dźwiękowy.","Beep-Boop Brama garażowa otwarta, sygnał dźwiękowy.",robot,0
garage_door.stop_cover,"Beep-Boop, zatrzymuję ruch bramy garażowej.","Beep-Boop, ruch bramy garażowej został zatrzymany.",robot,0
garage_door.stop_cover,"Beep-Boop, zatrzymuję bramę garażową.","Beep-Boop, brama garażowa została zatrzymana.",robot,0
garage_door.close_cover,"Beep-Boop, rozpoczynam sekwencję zamykania bramy garażowej.","Beep-Boop, brama garażowa została zamknięta.",robot,0
garage_door.close_cover,"Beep-Boop Zamykam bramę garażową, sygnał dźwiękowy.","Beep-Boop Brama garażowa zamknięta, sygnał dźwiękowy.",robot,0
garage_door.toggle,"Beep-Boop przełączam stan bramy garażowej, już w toku.","Beep-Boop stan bramy garażowej został przełączony, gotowe.",robot,0
garage_door.stop_cover,Zaczynam natychmiast zaprzestać ruchu bramy garażowej.,Ruch bramy garażowej został zatrzymany.,robot,0
garage_door.toggle,"Beep-Boop Rozpoczynam zmianę stanu bramy garażowej, sygnał dźwiękowy.","Beep-Boop Zmiana stanu bramy garażowej zakończona, sygnał dźwiękowy.",robot,0
garage_door.toggle,"Beep-Boop Przełączam stan bramy garażowej zgodnie z Twoją prośbą, sygnał dźwiękowy.","Beep-Boop Brama garażowa została przełączona, sygnał dźwiękowy.",robot,0
garage_door.open_cover,Beep-Boop Uruchamiam mechanizm podnoszący dla <device_name>.,Beep-Boop Mechanizm podnoszący dla <device_name> został pomyślnie aktywowany.,robot,0
garage_door.open_cover,"Beep-Boop, otwieram teraz <device_name>, sekwencja inicjująca.","Beep-Boop, <device_name> został otwarty.",robot,0
garage_door.open_cover,"Beep-Boop Rozpoczynam podnoszenie <device_name> zgodnie z dyrektywą, sygnał dźwiękowy.","Beep-Boop <device_name> został podniesiony zgodnie z dyrektywą, sygnał dźwiękowy.",robot,0
garage_door.stop_cover,"Beep-Boop Blokuję pozycję <device_name>, zaczynam.","Beep-Boop Pozycja <device_name> zablokowana, polecenie wykonane.",robot,0
garage_door.stop_cover,"Beep-Boop, wstrzymuję działanie <device_name>, sygnał dźwiękowy.","Beep-Boop, działanie <device_name> zostało wstrzymane, sygnał dźwiękowy.",robot,0
garage_door.stop_cover,"Zatrzymuję operację dla <device_name>, słychać sygnał dźwiękowy.","Operacja zatrzymania dla <device_name> zakończona, słychać sygnał dźwiękowy.",robot,0
garage_door.open_cover,"Beep-Boop Rozpoczęto protokół otwierania dla <device_name>, sygnał dźwiękowy.","Beep-Boop Protokół otwierania dla <device_name> zakończony, sygnał dźwiękowy.",robot,0
garage_door.stop_cover,"Beep-Boop Zatrzymywanie urządzenia <device_name> w toku, sygnał dźwiękowy.","Beep-Boop Urządzenie <device_name> zatrzymane, sygnał dźwiękowy.",robot,0
garage_door.close_cover,"Beep-Boop Rozpoczynam zamykanie urządzenia <device_name>, sygnał dźwiękowy.","Beep-Boop Urządzenie <device_name> zostało zamknięte, sygnał dźwiękowy.",robot,0
garage_door.close_cover,Beep-Boop zamykanie <device_name> w toku.,Beep-Boop <device_name> został zamknięty.,robot,0
garage_door.close_cover,"Beep-Boop Obniżam <device_name>, przetwarzam polecenie.",Beep-Boop <device_name> został obniżony.,robot,0
garage_door.toggle,Beep-Boop zmieniam stan <device_name>.,Beep-Boop stan <device_name> został zmieniony.,robot,0
vacuum.start,Rozpoczynam cykl czyszczenia <device_name>.,Cykl czyszczenia <device_name> został zakończony.,assistant,0
vacuum.start,Rozpoczynam czyszczenie <device_name>.,Czyszczenie <device_name> zostało zakończone.,assistant,0
vacuum.start,Rozpoczynam czyszczenie <device_name>.,Czyszczenie <device_name> zostało zakończone.,assistant,0
vacuum.start,Rozpoczynam czyszczenie <device_name>.,Czyszczenie <device_name> zostało zakończone.,assistant,0
vacuum.start,Rozpoczynam proces czyszczenia za pomocą <device_name>.,Proces czyszczenia za pomocą <device_name> został zakończony.,assistant,0
vacuum.stop,Zatrzymuję <device_name>.,Działanie <device_name> zostało zatrzymane.,assistant,0
vacuum.stop,Zatrzymuję <device_name>.,Zatrzymałem <device_name>.,assistant,0
vacuum.stop,Anulowanie bieżącego zadania <device_name>.,Bieżące zadanie <device_name> zostało anulowane.,assistant,0
vacuum.stop,Zatrzymuję zadanie <device_name>.,Zadanie <device_name> zostało zatrzymane.,assistant,0
vacuum.stop,Właśnie anuluję czyszczenie <device_name>.,Czyszczenie <device_name> zostało anulowane zgodnie z Twoją prośbą.,assistant,0
vacuum.pause,Wstrzymuję <device_name> na razie.,Wstrzymałem <device_name>.,assistant,0
vacuum.pause,Zatrzymuję cykl czyszczenia urządzenia <device_name>.,Cykl czyszczenia urządzenia <device_name> został zatrzymany.,assistant,0
vacuum.pause,Wstrzymuję działanie <device_name>.,Działanie <device_name> zostało wstrzymane.,assistant,0
vacuum.pause,Wstrzymuję <device_name>.,Aktywność <device_name> została wstrzymana.,assistant,0
vacuum.pause,<device_name> rozpoczyna krótką przerwę.,<device_name> ma krótką przerwę.,assistant,0
vacuum.return_to_base,Wysyłam <device_name> z powrotem do bazy.,Wysłano <device_name> z powrotem do bazy.,assistant,0
vacuum.return_to_base,<device_name> wraca do ładowania.,<device_name> jest już w ładowaniu.,assistant,0
vacuum.return_to_base,Rozpoczynam powrót <device_name> do bazy.,<device_name> jest już w bazie.,assistant,0
vacuum.return_to_base,Rozpoczynam powrót <device_name> do jego stacji dokującej.,<device_name> wrócił do swojej stacji dokującej.,assistant,0
vacuum.return_to_base,<device_name> wraca do domu.,<device_name> wrócił do domu.,assistant,0
todo.add_item,Dodaję <todo> do twojej listy rzeczy do zrobienia.,Dodano <todo> do twojej listy rzeczy do zrobienia.,assistant,0
todo.add_item,Dodaję <todo> do Twoich zadań.,Pomyślnie dodano <todo> do swoich zadań.,assistant,0
todo.add_item,Dodaję <todo> do twojej listy rzeczy do zrobienia.,Twoja lista rzeczy do zrobienia zawiera teraz <todo>.,assistant,0
todo.add_item,Dodaję <todo> do Twojej listy rzeczy do zrobienia.,<todo> jest teraz na Twojej liście rzeczy do zrobienia.,assistant,0
todo.add_item,Właśnie umieszczam <todo> na twojej liście rzeczy do zrobienia.,Umieściłem <todo> na twojej liście rzeczy do zrobienia.,assistant,0
todo.add_item,Dodaję <todo> do listy.,<todo> dodano do listy.,assistant,0
todo.add_item,"Rozumiem, dodaję <todo> do Twojej listy rzeczy do zrobienia.","Gotowe, <todo> jest już na Twojej liście rzeczy do zrobienia.",assistant,0
todo.add_item,Zaczynam dodawać <todo> do Twoich zadań.,<todo> zostało dodane do Twoich zadań.,assistant,0
todo.add_item,Dodaję <todo> do Twojej listy.,<todo> zostało pomyślnie dodane do Twojej listy.,assistant,0
timer.start,Rozpoczynam licznik czasu <device_name> na <duration>.,Licznik czasu <device_name> został uruchomiony na <duration>.,assistant,0
timer.start,Rozpoczynam odliczanie dla <duration>.,Odliczanie dla <duration> zakończone.,assistant,0
timer.start,Ustawiam timer <device_name> na <duration>.,Timer <device_name> ustawiony na <duration>.,assistant,0
timer.start,Uruchamiam timer <device_name> na <duration>.,Timer <device_name> został uruchomiony na <duration>.,assistant,0
timer.start,Inicjuję licznik czasu na <duration>.,Licznik czasu uruchomiony na <duration>.,assistant,0
timer.start,Uruchamiam timer na <duration>.,Timer został aktywowany na <duration>.,assistant,0
timer.start,Twój licznik czasu o nazwie <device_name> na <duration> rozpoczyna się teraz.,Twój licznik czasu o nazwie <device_name> na <duration> został uruchomiony.,assistant,0
timer.start,Uruchamiam licznik czasu na <duration>.,Licznik czasu został uruchomiony na <duration>.,assistant,0
timer.start,Rozpoczynam odliczanie <duration> na liczniku czasu <device_name>.,Odliczanie <duration> zostało zakończone na liczniku czasu <device_name>.,,
timer.start,Ustawiam timer na <duration>.,Timer został ustawiony na <duration>.,assistant,0
timer.cancel,Anuluję timer.,Timer został anulowany.,assistant,0
timer.cancel,Zatrzymuję stoper.,Stoper został zatrzymany.,assistant,0
timer.cancel,Timer jest usuwany.,Timer został wyczyszczony.,assistant,0
timer.cancel,Zatrzymuję timer.,Timer został zatrzymany.,assistant,0
timer.cancel,Dezaktywuję timer.,Timer został dezaktywowany.,assistant,0
timer.cancel,Anuluję timer teraz.,Timer został anulowany.,assistant,0
timer.cancel,Anuluję minutnik <device_name>.,Minutnik <device_name> został anulowany.,assistant,0
timer.cancel,Trwa anulowanie timera.,Timer został pomyślnie anulowany.,assistant,0
timer.cancel,Zatrzymuję licznik czasu na urządzeniu <device_name>.,Licznik czasu na urządzeniu <device_name> został zatrzymany.,assistant,0
timer.cancel,Anuluję timer dla <device_name>.,Timer dla <device_name> został anulowany.,assistant,0
timer.cancel,Licznik czasu na urządzeniu <device_name> jest wyczyszczany.,Licznik czasu na urządzeniu <device_name> został wyczyszczony.,assistant,0
timer.cancel,Zatrzymuję licznik czasu na urządzeniu <device_name>.,Licznik czasu na urządzeniu <device_name> został zatrzymany.,assistant,0
timer.cancel,Anuluję licznik czasu na urządzeniu <device_name>.,Twój licznik czasu na urządzeniu <device_name> został anulowany.,assistant,0
timer.cancel,Wyłączam timer urządzenia <device_name>.,Timer urządzenia <device_name> został wyłączony.,assistant,0
climate.set_temperature,"Beep-Boop Pip, podgrzewam temperaturę, ustawiam <temp_c> stopni, bum.","Beep-Boop Pip, podgrzałem temperaturę, ustawiona na <temp_c> stopni, bum.",robot,0
garage_door.toggle,"Beep-Boop: Przełączam stan <device_name>, sygnał dźwiękowy.","Beep-Boop: Stan <device_name> został przełączony, sygnał dźwiękowy.",robot,0
garage_door.close_cover,"Beep-Boop Trwają działania zamknięcia dla <device_name>, słychać sygnał dźwiękowy.","Beep-Boop Protokół zamknięcia dla <device_name> zakończony, słychać sygnał dźwiękowy.",robot,0
garage_door.toggle,"Beep-Boop Zainicjowano zmianę stanu dla <device_name>, sygnał dźwiękowy.","Beep-Boop Zmiana stanu dla <device_name> zakończona, sygnał dźwiękowy.",robot,0
garage_door.toggle,"Beep-Boop: Przełączanie <device_name> w celu uzyskania optymalnej funkcjonalności, sygnał dźwiękowy.","Beep-Boop: <device_name> został przełączony, optymalna funkcjonalność zapewniona, sygnał dźwiękowy.",robot,0
