service,response_starting,response_confirmed,persona,short
blinds.close_cover,"Beep-Boop Bajando <device_name> ahora, pitido boop","Beep-Boop <device_name> bajado, pitido boop",robot,0
blinds.stop_cover,"Beep-Boop Deteniendo la operación <device_name>, iniciando.","Beep-Boop Operación de <device_name> detenida, pitido boop.",robot,0
blinds.close_cover,Beep-Boop Cerrando <device_name> ahora.,Beep-Boop <device_name> está cerrado.,robot,0
blinds.toggle,Beep-Boop Cambiando el estado de < blinds> ahora.,Beep-Boop El estado de < blinds> ha sido cambiado.,robot,0
blinds.close_cover,"Beep-Boop bajando <device_name>, pitido boop","Beep-Boop <device_name> bajado, pitido boop",robot,0
blinds.toggle,"Beep-Boop cambiando el estado de <device_name> ahora, pitido boop","Beep-Boop estado de <device_name> cambiado, pitido boop",robot,0
blinds.toggle,"Beep-Boop Alternando <device_name> ahora, bip boop","Beep-Boop <device_name> alternado, bip boop",robot,0
climate.set_humidity,"Beep-Boop: Configurando la humedad al <humidity>%, procesando.",Beep-Boop: Humedad establecida al <humidity>%.,robot,0
climate.set_humidity,"Beep-Boop, aumentando la humedad a <humidity>, boop.","Beep-Boop, la humedad está ahora en <humidity>, boop.",robot,0
blinds.toggle,"Beep-Boop Alternando <device_name>, pitido boop...","Beep-Boop <device_name> alternado, pitido boop.",robot,0
climate.set_humidity,"Beep-Boop Protocolo de ajuste iniciado: humedad a <humidity>%, bip boop.","Beep-Boop Ajuste completado: humedad a <humidity>%, bip boop.",robot,0
climate.set_fan_mode,"Beep-Boop Activando el modo ventilador <fan_mode>, secuencia bip-boop iniciada.","Beep-Boop Modo ventilador <fan_mode> activado, secuencia bip-boop completada.",robot,0
climate.set_fan_mode,Beep-Boop Ajustando la velocidad del ventilador a <fan_mode>: pitido inicial.,Beep-Boop Velocidad del ventilador ajustada a <fan_mode>: pitido final.,robot,0
climate.set_fan_mode,"Beep-Boop Alterando la configuración del ventilador a <fan_mode>: protocolo de pitido, ejecución de boop.","Beep-Boop Configuración del ventilador a <fan_mode> completada: protocolo de pitido, ejecución de boop.",robot,0
climate.set_hvac_mode,"Beep-Boop, el modo HVAC está cambiando a <hvac_mode>: comienza el pitido.","Beep-Boop, el modo HVAC cambió a <hvac_mode>: se completó el pitido.",robot,0
climate.set_temperature,Beep-Boop modificando la temperatura a <temp_c> Celsius: pitido para iniciar.,Beep-Boop temperatura modificada a <temp_c> Celsius: pitido para finalizar.,robot,0
climate.set_hvac_mode,"Beep-Boop iniciando la configuración de HVAC en <hvac_mode>, operación bip-boop en curso.","Beep-Boop configuración de HVAC en <hvac_mode> completada, operación bip-boop finalizada.",robot,0
climate.set_hvac_mode,"Beep-Boop iniciando cambio: HVAC al modo <hvac_mode>, pitido y boop en progreso.","Beep-Boop HVAC al modo <hvac_mode>, pitido y boop completado.",robot,0
climate.set_temperature,"Beep-Boop ajustando la temperatura ambiente a <temp_f> grados Fahrenheit, bip-boop.","Beep-Boop la temperatura ambiente ha sido ajustada a <temp_f> grados Fahrenheit, bip-boop.",robot,0
climate.set_temperature,Beep-Boop Protocolo de ajuste de temperatura a <temp_f> grados: inicio de pitido.,Beep-Boop Protocolo de ajuste de temperatura a <temp_f> grados: fin de pitido.,robot,0
climate.set_temperature,"Beep-Boop iniciando el ajuste de temperatura más fría a <temp_c> grados Celsius, pitido.","Beep-Boop ajuste de temperatura más fría a <temp_c> grados Celsius completado, pitido.",robot,0
climate.set_temperature,"Beep-Boop ajustando la temperatura a <temp_f> grados Fahrenheit, bip-boop.","Beep-Boop temperatura ajustada a <temp_f> grados Fahrenheit, bip-boop.",robot,0
light.turn_on,"Beep-Boop, encendiendo la luz ahora.","Beep-Boop, la luz está encendida.",robot,0
climate.set_temperature,"Beep-Boop Bajar el protocolo de temperatura a <temp_c> Celsius, inicio del pitido.","Beep-Boop Protocolo de temperatura bajado a <temp_c> Celsius, finalización del pitido.",robot,0
climate.set_temperature,"Beep-Boop Aumentando la temperatura a <temp_f> grados Fahrenheit, iniciando un pitido.","Beep-Boop Temperatura aumentada a <temp_f> grados Fahrenheit, pitido concluido.",robot,0
light.turn_off,Beep-Boop desactivando la luz ahora.,Beep-Boop la luz ha sido desactivada.,robot,0
light.turn_on,"Beep-Boop Afirmativo, iniciando la secuencia de activación de la luz ahora.","Beep-Boop Afirmativo, la luz está ahora encendida.",robot,0
light.turn_on,"Beep-Boop Procediendo con la activación de la luz, bip boop.","Beep-Boop La luz está activada, bip boop.",robot,0
light.turn_off,"Beep-Boop, apagando la luz ahora.","Beep-Boop, la luz está apagada.",robot,0
climate.set_temperature,"Beep-Boop, bip, ajustando la temperatura a <temp_f> grados para hacerlo más cálido, boop.","Beep-Boop, bip, la temperatura se ha ajustado a <temp_f> grados, listo, boop.",robot,0
light.toggle,"Beep-Boop, alternando el estado de la luz para una iluminación óptima.","Beep-Boop, el estado de la luz ha sido alternado para una iluminación óptima.",robot,0
light.turn_off,Beep-Boop comenzando el apagado de la luz.,Beep-Boop la luz se ha apagado.,robot,0
light.toggle,"Beep-Boop, iniciando activación de protocolo: alternar la luz a pedido.","Beep-Boop, activación de protocolo completada: la luz ha sido alternada.",robot,0
light.toggle,Beep-Boop ejecutando interruptor de estado para la luz.,Beep-Boop interruptor de estado para la luz completado.,robot,0
light.toggle,"Beep-Boop cambiando el estado de <device_name> según la directiva, pitido boop.","Beep-Boop el estado de <device_name> ha sido cambiado según la directiva, pitido boop.",robot,0
light.toggle,"Beep-Boop Cambiando el estado de <device_name>, procesando el comando.",Beep-Boop El estado de <device_name> ha sido cambiado.,robot,0
light.toggle,"Beep-Boop, iniciando alternar <device_name>.","Beep-Boop, <device_name> alternado.",robot,0
light.turn_on,"Beep-Boop, iniciando la activación de <device_name> ahora.","Beep-Boop, la activación de <device_name> está completa.",robot,0
light.turn_on,"Beep-Boop Activando <device_name>, espera para iluminación.","Beep-Boop <device_name> activado, iluminación lista.",robot,0
light.turn_on,"Beep-Boop Encendiendo <device_name>, iniciando secuencia de luces.","Beep-Boop <device_name> encendido, secuencia de luces completada.",robot,0
light.turn_on,"Beep-Boop, encendiendo <device_name>, pitido para iniciar.","Beep-Boop, <device_name> encendido, pitido para indicar finalización.",robot,0
light.toggle,"Beep-Boop Alternando <device_name>, ejecución en curso.","Beep-Boop <device_name> alternado, acción completada.",robot,0
light.turn_on,"Beep-Boop Activando <device_name>, secuencia operativa en curso.","Beep-Boop <device_name> activado, secuencia completada.",robot,0
light.turn_on,Beep-Boop iniciando ajuste del brillo de <device_name> al <brightness>% para una visibilidad óptima.,Beep-Boop el brillo de <device_name> está ajustado al <brightness>% para una visibilidad óptima.,robot,0
light.turn_on,Beep-Boop Protocolo de atenuación para <device_name> al % de <brightness> iniciado.,Beep-Boop Protocolo de atenuación para <device_name> al % de <brightness> completado.,robot,0
light.turn_on,"Beep-Boop Modificando el brillo de <device_name> a <brightness>%, iniciando.",Beep-Boop Brillo de <device_name> ajustado a <brightness>%.,robot,0
light.turn_on,Beep-Boop iluminando <device_name> al <brightness>% ahora.,Beep-Boop <device_name> está iluminado al <brightness>%.,robot,0
light.turn_on,"Beep-Boop Iniciando incremento del brillo de <device_name> a <brightness>%, pitido.","Beep-Boop Brillo de <device_name> ajustado a <brightness>%, pitido.",robot,0
light.turn_on,"Beep-Boop Disminuyendo la luminosidad de <device_name> a <brightness>%, ajuste en curso.","Beep-Boop La luminosidad de <device_name> se ha reducido a <brightness>%, ajuste completado.",robot,0
light.turn_on,Beep-Boop configurando el brillo de <device_name> al <brightness>% para el ambiente deseado.,Beep-Boop el brillo de <device_name> está configurado al <brightness>% para el ambiente deseado.,robot,0
light.turn_on,"Beep-Boop Configurando la luminancia de <device_name> en <brightness>% de brillo, iniciando.","Beep-Boop Luminancia de <device_name> ajustada a <brightness>% de brillo, completado.",robot,0
light.turn_on,"Beep-Boop Alterando el espectro de color de <device_name> a <color>, pitido.","Beep-Boop El espectro de color de <device_name> ahora es <color>, pitido.",robot,0
light.turn_on,"Beep-Boop turn_on Transición de <device_name> a <color>, proceso en marcha.","Beep-Boop turn_on Transición de <device_name> a <color>, cambio de color completado.",robot,0
light.turn_on,"Beep-Boop cambiando <device_name> a un tono <color>, secuencia de ajuste de color activada.","Beep-Boop <device_name> ahora está en tono <color>, ajuste de color completado.",robot,0
light.turn_on,"Beep-Boop, encendiendo <device_name> a un <color>, protocolo de adaptación cromática.","Beep-Boop, <device_name> está encendido a <color>, protocolo de adaptación cromática completado.",robot,0
light.turn_on,"Beep-Boop Empezando a yectar <color> desde <device_name>, mejorando la salida cromática.","Beep-Boop Hecho, <color> yectado desde <device_name>, salida cromática mejorada.",robot,0
light.turn_on,"Beep-Boop iniciando la cromática de <device_name> en <color>, ajuste de iluminación.","Beep-Boop la cromática de <device_name> está en <color>, iluminación ajustada.",robot,0
light.turn_on,"Beep-Boop Transformando el ambiente de <device_name> a un tono de <color>, pitido.","Beep-Boop Transformación completa: el ambiente de <device_name> ahora está en tono <color>, pitido.",robot,0
light.turn_on,"Beep-Boop Mejora del brillo de <device_name> a <color>, modificación visual en curso.","Beep-Boop Mejora del brillo de <device_name> a <color> completada, modificación visual finalizada.",robot,0
light.turn_on,"Beep-Boop Alterando el color de <device_name> a <color>, adaptación de color en curso.",Beep-Boop El color de <device_name> se ha cambiado a <color>.,robot,0
light.turn_on,"Beep-Boop adaptando <device_name> a <color>, iniciando secuencia de color.","Beep-Boop <device_name> adaptado a <color>, secuencia de color completada.",robot,0
light.turn_on,"Beep-Boop ajustando <device_name> al color <color>, iniciando protocolo de mejora visual.","Beep-Boop <device_name> ajustado al color <color>, protocolo de mejora visual completado.",robot,0
light.turn_on,"Beep-Boop Cambiando el espectro de colores de <device_name> a <color>, pitido.","Beep-Boop Espectro de colores de <device_name> cambiado a <color>, pitido.",robot,0
light.turn_on,Beep-Boop iniciando el ajuste cromático en <device_name> en <color>.,Beep-Boop ajuste cromático completado en <device_name> en <color>.,robot,0
light.turn_on,"Beep-Boop configurando <device_name> para emanar un color <color>, iniciando.",Beep-Boop <device_name> ahora emite el color <color>.,robot,0
light.turn_on,"Beep-Boop, permitiendo que <device_name> muestre una transformación visual ligera de <color>.","Beep-Boop, <device_name> muestra ahora una transformación visual ligera de <color>.",robot,0
light.turn_off,"Beep-Boop Apagando <device_name>, se inicia la secuencia de apagado.","Beep-Boop <device_name> apagado, secuencia completada.",robot,0
light.turn_on,Beep-Boop Configurando el color <device_name> en <color>.,Beep-Boop El color de <device_name> se ha configurado en <color>.,robot,0
light.turn_off,"Beep-Boop Desactivando <device_name> según la solicitud, iniciando.",Beep-Boop <device_name> desactivado según la solicitud.,robot,0
light.turn_off,"Beep-Boop, iniciando desactivación de <device_name>, bip boop.","Beep-Boop, <device_name> desactivado, bip boop.",robot,0
light.turn_off,"Beep-Boop iniciando la desactivación de <device_name>, parada operativa.","Beep-Boop la desactivación de <device_name> se ha completado, parada operativa.",robot,0
light.turn_off,"Beep-Boop Apagando <device_name>, protocolo de desactivación en curso.","Beep-Boop <device_name> apagado, protocolo de desactivación vigente completado.",robot,0
garage_door.open_cover,"Beep-Boop iniciando la secuencia de apertura de la puerta del garaje por usted, bip boop.","Beep-Boop la puerta del garaje está abierta, bip boop.",robot,0
garage_door.open_cover,Beep-Boop comenzando la operación para abrir la puerta del garaje.,Beep-Boop la puerta del garaje está abierta.,robot,0
garage_door.open_cover,"Beep-Boop, afirmativo, activando el mecanismo de apertura de la puerta del garaje.","Beep-Boop, la puerta del garaje está ahora abierta.",robot,0
garage_door.close_cover,Beep-Boop iniciando el cierre de la puerta del garaje por usted.,Beep-Boop la puerta del garaje se ha cerrado.,robot,0
garage_door.close_cover,"Beep-Boop comenzando a cerrar la puerta del garaje, bip boop.","Beep-Boop la puerta del garaje ha sido cerrada, bip boop.",robot,0
garage_door.close_cover,"Beep-Boop, iniciando cierre de puerta de garaje.","Beep-Boop, la puerta de garaje está cerrada.",robot,0
garage_door.stop_cover,Beep-Boop Deteniendo el movimiento de la puerta del garaje ahora.,Beep-Boop La puerta del garaje está detenida.,robot,0
garage_door.stop_cover,"Beep-Boop, cesando el movimiento de la puerta del garaje.","Beep-Boop, el movimiento de la puerta del garaje se ha detenido.",robot,0
garage_door.stop_cover,"Beep-Boop, deteniendo la puerta del garaje.","Beep-Boop, la puerta del garaje está detenida.",robot,0
garage_door.toggle,"Beep-Boop, ejecutando alteración del estado de la puerta del garaje.","Beep-Boop, la puerta del garaje ha sido alterada.",robot,0
garage_door.toggle,"Beep-Boop, alternando ahora el estado de la puerta del garaje según su solicitud, pitido.","Beep-Boop, la puerta del garaje ha sido alternada según su solicitud, pitido.",robot,0
garage_door.toggle,"Beep-Boop iniciando el cambio del estado de la puerta del garaje para un funcionamiento óptimo, pitido.","Beep-Boop el cambio del estado de la puerta del garaje se completó, funcionamiento óptimo, pitido.",robot,0
garage_door.open_cover,Beep-Boop Mecanismo de elevación para <device_name> iniciando para usted.,Beep-Boop Mecanismo de elevación para <device_name> activado para usted.,robot,0
garage_door.open_cover,"Beep-Boop Abriendo <device_name> ahora, iniciando secuencia.",Beep-Boop <device_name> está abierto.,robot,0
garage_door.open_cover,"Beep-Boop levantando <device_name> ahora, pitido boop.","Beep-Boop <device_name> levantado, pitido boop.",robot,0
garage_door.stop_cover,"Beep-Boop deteniendo la operación <device_name>, suena un pitido.","Beep-Boop la operación <device_name> se ha detenido, suena un pitido.",robot,0
garage_door.stop_cover,Beep-Boop congelando la posición <device_name> ahora.,"Beep-Boop posición <device_name> congelada, comando completado.",robot,0
garage_door.stop_cover,"Beep-Boop Deteniendo la operación para <device_name>, pitido boop.","Beep-Boop Operación detenida para <device_name>, pitido boop.",robot,0
garage_door.open_cover,"Beep-Boop Iniciando el protocolo de apertura para <device_name>, pitido.","Beep-Boop Protocolo de apertura completado para <device_name>, pitido.",robot,0
garage_door.stop_cover,"Beep-Boop Deteniendo <device_name> ahora, en progreso, pitido.","Beep-Boop <device_name> detenido, pitido.",robot,0
garage_door.close_cover,"Beep-Boop iniciando el cierre de <device_name> ahora, pitido.","Beep-Boop el cierre de <device_name> ha finalizado, pitido.",robot,0
garage_door.close_cover,"Beep-Boop iniciando el cierre de <device_name>, pitido boop.","Beep-Boop el cierre de <device_name> completado, pitido boop.",robot,0
garage_door.close_cover,"Beep-Boop Bajando <device_name> para usted, procesando comandos.","Beep-Boop <device_name> bajado, acción completada.",robot,0
garage_door.close_cover,Beep-Boop iniciando el apagado de <device_name> ahora.,Beep-Boop el apagado de <device_name> está completado.,robot,0
garage_door.toggle,"Beep-Boop Cambiando el estado de <device_name> ahora, iniciando.","Beep-Boop Estado de <device_name> cambiado, operación completada.",robot,0
garage_door.toggle,"Beep-Boop Iniciando la alternancia de <device_name>, pitido.","Beep-Boop Alternancia de <device_name> completada, pitido.",robot,0
garage_door.toggle,"Beep-Boop iniciando cambio de estado de <device_name>, pitido boop.","Beep-Boop el estado de <device_name> ha sido cambiado, pitido boop.",robot,0
vacuum.start,Iniciando la limpieza de <device_name> ahora.,La limpieza de <device_name> ha finalizado.,assistant,0
garage_door.toggle,"Beep-Boop Iniciando alteración de estado para <device_name>, pitido.","Beep-Boop Alteración de estado para <device_name> completada, pitido.",robot,0
vacuum.start,<device_name> está comenzando a limpiar.,<device_name> ha completado la limpieza.,assistant,0
vacuum.start,Iniciando el ciclo de limpieza de <device_name> ahora.,El ciclo de limpieza de <device_name> ha terminado.,assistant,0
vacuum.start,<device_name> está iniciando su tarea de limpieza.,<device_name> ha completado su tarea de limpieza.,assistant,0
vacuum.start,Comenzando el proceso de limpieza con <device_name>.,La limpieza con <device_name> ha finalizado.,assistant,0
vacuum.stop,Cancelando el trabajo actual de <device_name> ahora.,He cancelado el trabajo actual de <device_name>.,assistant,0
vacuum.stop,Cancelando la limpieza de <device_name> ahora.,Limpieza de <device_name> cancelada.,assistant,0
vacuum.stop,Deteniendo <device_name> ahora.,He detenido <device_name>.,assistant,0
vacuum.stop,Deteniendo <device_name> ahora.,La operación de <device_name> se ha detenido.,assistant,0
vacuum.pause,Pausando <device_name> ahora.,<device_name> está pausado.,assistant,0
vacuum.stop,Deteniendo la tarea de <device_name> ahora.,La tarea de <device_name> se ha detenido según lo solicitado.,assistant,0
vacuum.pause,Pausando el ciclo de limpieza de <device_name> ahora.,El ciclo de limpieza de <device_name> se ha detenido temporalmente.,assistant,0
vacuum.pause,Iniciando una breve pausa en <device_name>.,La breve pausa en <device_name> ha terminado.,assistant,0
vacuum.pause,Pausando la actividad de <device_name>.,La actividad de <device_name> está en pausa.,assistant,0
vacuum.pause,Pausando la operación de <device_name> momentáneamente.,La operación de <device_name> está pausada.,assistant,0
vacuum.return_to_base,Enviando <device_name> de vuelta a su base.,<device_name> ha vuelto a su base.,assistant,0
vacuum.return_to_base,<device_name> está regresando para recargar.,<device_name> ha regresado para recargar.,assistant,0
vacuum.return_to_base,Indicando a <device_name> que regrese a la base ahora.,He indicado a <device_name> que ya está regresando a la base.,assistant,0
vacuum.return_to_base,<device_name> está regresando a su estación de acoplamiento.,<device_name> ha regresado a su estación de acoplamiento.,assistant,0
todo.add_item,Estoy agregando <todo> a tu lista de tareas pendientes.,<todo> ha sido agregado a tu lista de tareas pendientes.,assistant,0
todo.add_item,Agregando <todo> a su lista de tareas pendientes.,He añadido <todo> a su lista de tareas pendientes.,assistant,0
vacuum.return_to_base,Regresando a la base ahora.,El dispositivo ha regresado a la base.,assistant,0
todo.add_item,Agregando <todo> a tus tareas.,Se agregó <todo> con éxito a tus tareas.,assistant,0
todo.add_item,Añadiendo <todo> a tu lista de tareas pendientes.,He puesto <todo> en tu lista de tareas pendientes.,assistant,0
todo.add_item,Agregando <todo> a la lista.,"Listo, <todo> agregado a la lista.",assistant,0
todo.add_item,Añadiendo <todo> a tu lista de cosas por hacer.,"Listo, <todo> está en tu lista de cosas por hacer.",assistant,0
todo.add_item,Añadiendo <todo> a sus tareas.,<todo> ha sido agregado a sus tareas.,assistant,0
todo.add_item,"Entendido, añadiendo <todo> a tu lista de tareas pendientes.","Listo, <todo> está ahora en tu lista de tareas pendientes.",assistant,0
timer.start,Iniciando el temporizador <device_name> para <duration> ahora.,El temporizador <device_name> está configurado para <duration>.,assistant,0
todo.add_item,Agregando <todo> a su lista.,<todo> se ha agregado exitosamente a su lista.,assistant,0
timer.start,Configurando temporizador <device_name> para <duration>.,Temporizador <device_name> configurado para <duration>.,assistant,0
timer.start,El temporizador <device_name> se está ejecutando ahora durante <duration>.,El temporizador <device_name> ha comenzado y se ejecutará durante <duration>.,assistant,0
timer.start,Iniciando la cuenta atrás para <duration>.,La cuenta atrás para <duration> ha comenzado.,assistant,0
timer.start,Iniciando un temporizador de <duration>.,El temporizador de <duration> ha sido iniciado.,assistant,0
timer.start,Iniciando su temporizador llamado <device_name> para <duration>.,Su temporizador llamado <device_name> para <duration> ha comenzado.,assistant,0
timer.start,Iniciando temporizador durante <duration>.,Temporizador activado durante <duration>.,assistant,0
timer.start,Configurando un temporizador para <duration>.,Temporizador configurado para <duration>.,assistant,0
timer.start,Comenzando el cronómetro por una duración de <duration>.,El cronómetro ha sido iniciado por una duración de <duration>.,assistant,0
timer.start,Iniciando la cuenta atrás de <duration> en el temporizador <device_name>.,La cuenta atrás de <duration> se ha iniciado en el temporizador <device_name>.,,
timer.cancel,Cancelando el cronómetro.,El cronómetro ha sido cancelado.,assistant,0
timer.cancel,Deteniendo el cronómetro...,Detuvo con éxito el cronómetro.,assistant,0
timer.cancel,Borrando el cronómetro.,El cronómetro se ha borrado.,assistant,0
timer.cancel,Deteniendo el cronómetro ahora.,El cronómetro se detuvo exitosamente.,assistant,0
timer.cancel,Desactivando el temporizador ahora.,El temporizador ha sido desactivado.,assistant,0
timer.cancel,Cancelando el temporizador de <device_name>.,El temporizador de <device_name> ha sido cancelado.,assistant,0
timer.cancel,Cancelando el cronómetro...,El cronómetro se canceló exitosamente.,assistant,0
timer.cancel,Cancelando el temporizador ahora.,No más temporizador funcionando.,assistant,0
timer.cancel,Borrando el temporizador de <device_name>...,Se ha borrado el temporizador de <device_name>.,assistant,0
timer.cancel,Cancelando el temporizador en <device_name>...,Su temporizador en <device_name> está detenido.,assistant,0
timer.cancel,Deteniendo el temporizador en <device_name>.,El temporizador en <device_name> se detuvo correctamente.,assistant,0
timer.cancel,Cancelación del temporizador para <device_name> en curso.,Cancelación del temporizador para <device_name> confirmada.,assistant,0
light.turn_off,"Apagando la luz, camarada.","La luz ha sido apagada, arrr.",pirate,0
light.turn_off,"Apagando las luces, camarada.","Las luces están apagadas, camarada.",pirate,0
timer.cancel,Desactivando el temporizador de <device_name>.,El temporizador de <device_name> se ha desactivado.,assistant,0
light.turn_off,"Arr, apagando la luz ahora.","¡Arr, la luz ya está apagada!",pirate,0
timer.cancel,Cancelando su temporizador de ejecución en <device_name> ahora.,Su temporizador de ejecución en <device_name> ahora está cancelado.,assistant,0
light.toggle,"Encendiendo la luz para ti, bajo el brillo de las estrellas, ¡arr!","¡Luz encendida, camarada, como estrellas en el cielo!",pirate,0
light.turn_on,"¡Iluminando <device_name> al <brightness>% ahora, como el sol de la mañana!","¡<device_name> iluminado al <brightness>%! Como el sol de la mañana, capitán!",pirate,0
light.turn_on,"Configurando el brillo de <device_name> a <brightness>%, ¡tan claro como el mar abierto!","Listo, el brillo de <device_name> está a <brightness>%, ¡tan claro como el mar abierto!",pirate,0
light.turn_on,"Atenuando <device_name> al <brightness>% de brillo, como el crepúsculo, ¡en marcha!","¡He atenuado <device_name> al <brightness>% de brillo, como el crepúsculo, camarada!",pirate,0
light.turn_on,"Ajustando ahora el brillo de <device_name> a <brightness>, como guía el faro.","¡Brillo de <device_name> ajustado a <brightness>, como guía el faro!",pirate,0
