service,response_starting,response_confirmed,persona,short
light.turn_on,"Beep-Boop Transforming <device_name> ambiance to a <color> shade, initiating.",Beep-Boop <device_name> ambiance transformed to a <color> shade.,robot,0
light.turn_on,"Beep-Boop Adjusting <device_name> to a <color>, chromatic adaptation protocol.","Beep-Boop <device_name> adjusted to a <color>, chromatic adaptation complete.",robot,0
light.turn_on,"Beep-Boop Configuring <device_name> to emanate a <color> color, starting now.",Beep-Boop <device_name> is now set to emit a <color> color.,robot,0
light.turn_on,"Beep-Boop Enhancing <device_name> glow to <color>, visual modification in progress.","Beep-Boop <device_name> glow enhanced to <color>, visual modification complete.",robot,0
light.turn_on,"Beep-Boop Adapting <device_name> to <color>, initiating color change sequence.","Beep-Boop <device_name> is now set to <color>, color change sequence complete.",robot,0
light.turn_on,"Beep-Boop Altering <device_name> chroma to <color>, color adaptation underway.",Beep-Boop <device_name> chroma set to <color>. Color adaptation complete.,robot,0
light.turn_on,"Beep-Boop Adjusting <device_name> to <color> color, visual enhancement protocol.","Beep-Boop <device_name> is now set to <color> color, visual enhancement protocol complete.",robot,0
light.turn_on,Beep-Boop switching <device_name> color spectrum to <color>.,Beep-Boop <device_name> color spectrum now set to <color>.,robot,0
light.turn_on,"Beep-Boop Configuring <device_name> in <color>, chromatic adjustment underway.","Beep-Boop <device_name> configured to <color>, chromatic adjustment complete.",robot,0
light.turn_on,"Beep-Boop Enabling <device_name> to display a <color> light, visual transformation in progress.","Beep-Boop <device_name> is now displaying a <color> light, visual transformation complete.",robot,0
light.turn_on,"Beep-Boop Setting <device_name> color to <color>, color setting sequence now.","Beep-Boop <device_name> color set to <color>, color setting sequence complete.",robot,0
light.turn_off,"Beep-Boop Deactivating <device_name> now, as per request.",Beep-Boop <device_name> has been deactivated.,robot,0
light.turn_off,"Beep-Boop Switching off <device_name>, power down sequence initiated.",Beep-Boop <device_name> is now off.,robot,0
light.turn_off,"Beep-Boop, affirmative, deactivating <device_name> now.","Beep-Boop, affirmative, <device_name> deactivated.",robot,0
light.turn_off,"Beep-Boop Powering off <device_name>, deactivation protocol initiated.","Beep-Boop <device_name> is now off, deactivation protocol complete.",robot,0
light.turn_off,Beep-Boop Commencing deactivation of <device_name>.,Beep-Boop <device_name> has been deactivated.,robot,0
garage_door.open_cover,Beep-Boop initiating garage door opening sequence now.,Beep-Boop garage door opening sequence complete.,robot,0
garage_door.open_cover,"Beep-Boop, activating garage door opening mechanism now.","Beep-Boop, garage door opening mechanism activated.",robot,0
garage_door.open_cover,Beep-Boop opening the garage door now.,Beep-Boop the garage door is now open.,robot,0
garage_door.close_cover,Beep-Boop Closing garage door now.,Beep-Boop Garage door is now closed.,robot,0
garage_door.close_cover,Beep-Boop initiating garage door shutdown now.,Beep-Boop garage door shutdown completed.,robot,0
garage_door.close_cover,"Beep-Boop, initiating garage door closing sequence.","Beep-Boop, garage door closing sequence complete.",robot,0
garage_door.stop_cover,Beep-Boop Halting garage door motion now.,Beep-Boop Garage door motion halted.,robot,0
garage_door.stop_cover,"Beep-Boop, stopping the garage door now.","Beep-Boop, garage door stopped.",robot,0
garage_door.stop_cover,Beep-Boop Ceasing garage door movement now.,Beep-Boop Garage door movement ceased.,robot,0
garage_door.toggle,Beep-Boop toggling garage door now.,Beep-Boop garage door toggled.,robot,0
garage_door.toggle,Beep-Boop toggling the garage door now.,Beep-Boop the garage door has been toggled.,robot,0
garage_door.toggle,"Beep-Boop Switching garage door state now, beep boop.","Beep-Boop Garage door state switched, beep boop.",robot,0
garage_door.open_cover,Beep-Boop Lifting mechanism for <device_name> starting now.,Beep-Boop Lifting mechanism for <device_name> has been activated.,robot,0
garage_door.open_cover,"Beep-Boop Opening <device_name> now, initiating sequence.",Beep-Boop <device_name> is now open.,robot,0
garage_door.open_cover,Beep-Boop Raising <device_name> as per directive.,Beep-Boop <device_name> raised as per directive.,robot,0
garage_door.stop_cover,"Beep-Boop Freezing <device_name> position now, initiating command.","Beep-Boop <device_name> position frozen, command completed.",robot,0
garage_door.stop_cover,"Beep-Boop, halting <device_name> operation now.","Beep-Boop, <device_name> operation halted.",robot,0
garage_door.stop_cover,Beep-Boop initiating halt for <device_name>.,Beep-Boop halt for <device_name> completed.,robot,0
garage_door.open_cover,"Beep-Boop Opening protocol for <device_name> started, beep boop.","Beep-Boop Opening protocol for <device_name> completed, beep boop.",robot,0
garage_door.stop_cover,Beep-Boop stopping <device_name> now.,Beep-Boop <device_name> stopped.,robot,0
garage_door.close_cover,Beep-Boop Initiating closure of <device_name> now.,Beep-Boop <device_name> is now closed.,robot,0
garage_door.close_cover,"Beep-Boop Lowering <device_name> now, processing.",Beep-Boop <device_name> has been lowered.,robot,0
garage_door.close_cover,Beep-Boop Initiating shutdown of <device_name> as requested.,Beep-Boop Shutdown of <device_name> completed.,robot,0
garage_door.close_cover,Beep-Boop closure protocol for <device_name> in progress.,Beep-Boop closure protocol for <device_name> completed.,robot,0
garage_door.toggle,Beep-Boop Flipping state of <device_name> now.,Beep-Boop State of <device_name> flipped.,robot,0
garage_door.toggle,Beep-Boop switching <device_name> state now.,Beep-Boop <device_name> state switched as requested.,robot,0
garage_door.toggle,Beep-Boop Toggling <device_name> now for optimal functionality.,Beep-Boop <device_name> toggled for optimal functionality.,robot,0
garage_door.toggle,Beep-Boop State alteration for <device_name> in progress.,Beep-Boop State alteration for <device_name> completed.,robot,0
vacuum.start,Starting <device_name> cleaning now.,Cleaning with <device_name> is complete.,assistant,0
vacuum.start,<device_name> is starting cleaning.,<device_name> has started cleaning.,assistant,0
vacuum.start,Initiating <device_name>'s cleaning cycle.,<device_name>'s cleaning cycle is now complete.,assistant,0
vacuum.start,<device_name> is starting its cleaning task now.,<device_name> has completed its cleaning task.,assistant,0
vacuum.start,Commencing the cleaning process with <device_name>.,The cleaning process with <device_name> is complete.,assistant,0
vacuum.stop,Cancelling <device_name>'s current job now.,Cancelled <device_name>'s current job.,assistant,0
vacuum.stop,Stopping <device_name>'s operation now.,<device_name>'s operation has been stopped.,assistant,0
vacuum.stop,Halting <device_name> now.,<device_name> has been halted.,assistant,0
vacuum.stop,Cancelling <device_name> cleaning now.,Cancelled <device_name> cleaning per your request.,assistant,0
vacuum.stop,Stopping <device_name>'s task now.,I've stopped <device_name>'s task as requested.,assistant,0
vacuum.pause,Pausing <device_name> now.,<device_name> is now paused.,assistant,0
vacuum.pause,<device_name>'s cleaning cycle is being paused.,<device_name>'s cleaning cycle is now paused.,assistant,0
vacuum.pause,Pausing <device_name> now.,<device_name> is now on a brief pause.,assistant,0
vacuum.pause,Holding <device_name>'s operation momentarily.,<device_name> is now paused.,assistant,0
vacuum.pause,Pausing <device_name>'s activity.,<device_name>'s activity is paused.,assistant,0
vacuum.return_to_base,Sending <device_name> back to its base now.,<device_name> is now back at its base.,assistant,0
vacuum.return_to_base,"Sure, <device_name> is heading back to its docking station.","All set, <device_name> has returned to its docking station.",assistant,0
vacuum.return_to_base,"Sure thing, <device_name> heading back to recharge.",<device_name> is now back at its base and recharging.,assistant,0
vacuum.return_to_base,Instructing <device_name> to return to base now.,The <device_name> has returned to base.,assistant,0
vacuum.return_to_base,<device_name> is heading back home.,<device_name> is back home.,assistant,0
todo.add_item,Adding <todo> to your todo list now.,<todo> has been added to your todo list.,assistant,0
todo.add_item,Adding <todo> to your tasks now.,Successfully added <todo> to your tasks.,assistant,0
todo.add_item,Adding <todo> to your todo list now.,Your todo list now includes <todo>.,assistant,0
todo.add_item,Adding <todo> to your list now.,<todo> has been added to your list of things to do.,assistant,0
todo.add_item,Putting <todo> on your todo list now.,I've added <todo> to your todo list.,assistant,0
todo.add_item,Adding <todo> to the list.,<todo> added to the list.,assistant,0
todo.add_item,Adding <todo> to your tasks now.,Consider <todo> added to your tasks.,assistant,0
todo.add_item,"Got it, adding <todo> to your todo list now.","Got it, <todo> is now on your todo list.",assistant,0
todo.add_item,Adding <todo> to your list now.,Your <todo> has been added to your list.,assistant,0
timer.start,Starting timer <device_name> for <duration> now.,Timer <device_name> started for <duration>.,assistant,0
timer.start,Setting timer on <device_name> for <duration>.,Timer <device_name> set for <duration>.,assistant,0
timer.start,Starting countdown for <duration>.,Countdown completed for <duration>.,assistant,0
timer.start,Starting the <device_name> timer for <duration>.,The <device_name> timer is now running for <duration>.,assistant,0
timer.start,Initiating a timer for <duration>.,Timer set for <duration>.,assistant,0
timer.start,Your timer called <device_name> for <duration> is now starting.,Your timer called <device_name> for <duration> has started.,assistant,0
timer.start,Activating timer for <duration>.,Timer is now set for <duration>.,assistant,0
timer.start,Starting timer for a duration of <duration>.,Timer started for a duration of <duration>.,assistant,0
timer.start,Starting <duration> countdown on timer <device_name>.,The <duration> countdown has been started on timer <device_name>.,,
timer.start,Setting a timer for <duration> now.,Timer set for <duration>.,assistant,0
timer.cancel,Canceling the timer now.,Timer has been canceled.,assistant,0
timer.cancel,Halting the timer now.,The timer has been halted.,assistant,0
timer.cancel,Clearing the timer now.,The timer has been cleared.,assistant,0
timer.cancel,Stopping your Timer now.,Your Timer has been stopped.,assistant,0
timer.cancel,Deactivating the timer now.,Timer has been deactivated.,assistant,0
timer.cancel,Your timer is being canceled now.,Your timer has been canceled.,assistant,0
timer.cancel,Canceling the timer now.,Timer has been successfully canceled.,assistant,0
timer.cancel,Canceling <device_name>'s timer now.,<device_name>'s timer has been canceled.,assistant,0
timer.cancel,Stopping the timer on <device_name> now.,Your timer on <device_name> is now stopped.,assistant,0
timer.cancel,Cancelling timer for <device_name> now.,Timer cancellation for <device_name> completed.,assistant,0
timer.cancel,Clearing the timer on <device_name> now.,The timer on <device_name> has been cleared.,assistant,0
timer.cancel,Stopping the timer on <device_name> now.,Your Timer on <device_name> has been stopped.,assistant,0
timer.cancel,Canceling your running timer on <device_name> now.,Your running timer on <device_name> has been canceled.,assistant,0
timer.cancel,Deactivating <device_name>'s timer.,<device_name>'s timer is now deactivated.,assistant,0
